"funding","title"
"1055014","NA"
"3082010","NA"
"2142929","NA"
"3580146","NA"
"2194687","NA"
"5779832","NA"
"5540746","NA"
"5725632","NA"
"6292219","NA"
"6298000","NA"
"5764867","NA"
"6178859","NA"
"5907666","NA"
"5502127","NA"
"5507604","NA"
"5723498","NA"
"5833930","NA"
"5980006","NA"
"6066680","NA"
"6164503","NA"
"5796165","NA"
"6229678","NA"
"5676285","NA"
"5676976","NA"
"5812912","NA"
"5594508","NA"
"6305880","NA"
"5737311","NA"
"5590195","NA"
"5626018","NA"
"6287217","NA"
"5842582","NA"
"6271358","NA"
"6058118","NA"
"6095332","NA"
"5447399","NA"
"6200269","NA"
"5533991","NA"
"5853533","NA"
"5830743","NA"
"5773190","NA"
"5971765","NA"
"5624808","NA"
"5866135","NA"
"5591923","NA"
"5921474","NA"
"5443351","NA"
"6363106","NA"
"5788363","NA"
"6006236","NA"
"5629867","NA"
"5619313","NA"
"5697290","NA"
"5436726","NA"
"5670726","NA"
"5570017","NA"
"5973110","NA"
"6055131","NA"
"5743853","NA"
"5663005","NA"
"6035044","NA"
"5639302","NA"
"5986801","NA"
"6088563","NA"
"5694224","NA"
"5514545","NA"
"5800724","NA"
"5759938","NA"
"5552874","NA"
"5635524","NA"
"5706876","NA"
"5995969","NA"
"5925513","NA"
"5737029","NA"
"5966934","NA"
"5656046","NA"
"5852010","NA"
"5899629","NA"
"5703383","NA"
"6011989","NA"
"5710271","NA"
"5692176","NA"
"5708515","NA"
"5428608","NA"
"5584802","NA"
"5993084","NA"
"6251863","NA"
"5750881","NA"
"6037221","NA"
"6032233","NA"
"6134993","NA"
"6110776","NA"
"5889231","NA"
"5664083","NA"
"5601860","NA"
"6087044","NA"
"5983038","NA"
"6030029","NA"
"5677312","NA"
"5762143","NA"
"5732155","NA"
"5710550","NA"
"5899371","NA"
"5819875","NA"
"6085366","NA"
"5786747","NA"
"5625466","NA"
"5946573","NA"
"5983333","NA"
"5681458","NA"
"5662768","NA"
"6096105","NA"
"5456650","NA"
"5793930","NA"
"5647786","NA"
"5383109","NA"
"5706877","NA"
"5837156","NA"
"5577857","NA"
"5938766","NA"
"5967250","NA"
"5574008","NA"
"6218681","NA"
"6027129","NA"
"5597811","NA"
"5451852","NA"
"6086265","NA"
"5780088","NA"
"5672483","NA"
"5965147","NA"
"5555008","NA"
"5654785","NA"
"6047693","NA"
"5751592","NA"
"5762080","NA"
"5709574","NA"
"5562098","NA"
"6124877","NA"
"5730138","NA"
"5544822","NA"
"5863890","NA"
"6141008","NA"
"5551237","NA"
"6117892","NA"
"6032850","NA"
"5794960","NA"
"5831478","NA"
"5610572","NA"
"5519232","NA"
"5582866","NA"
"6063971","NA"
"5741741","NA"
"6056928","NA"
"6040251","NA"
"5630385","NA"
"6014400","NA"
"5379888","NA"
"5553658","NA"
"5521073","NA"
"6263981","NA"
"5754885","NA"
"5906950","NA"
"5518592","NA"
"5735153","NA"
"5915531","NA"
"5991215","NA"
"5496994","NA"
"5943447","NA"
"6216838","NA"
"5662897","NA"
"5564062","NA"
"5478364","NA"
"5698117","NA"
"6109902","NA"
"5632000","NA"
"5674410","NA"
"6070380","NA"
"5981362","NA"
"5638160","NA"
"6174370","NA"
"5456664","NA"
"6074324","NA"
"5540628","NA"
"6234515","NA"
"5730995","NA"
"5896940","NA"
"6097318","NA"
"5353277","NA"
"6104701","NA"
"5703204","NA"
"5946822","NA"
"5754376","NA"
"5712434","NA"
"6052376","NA"
"5703306","NA"
"5638677","NA"
"5593828","NA"
"5748066","NA"
"5573534","NA"
"5628558","NA"
"5717621","NA"
"6089490","NA"
"5737526","NA"
"5619600","NA"
"6178912","NA"
"5684627","NA"
"5607260","NA"
"5485648","NA"
"6020616","NA"
"5822309","NA"
"5941588","NA"
"5839776","NA"
"5648012","NA"
"5658184","NA"
"5753348","NA"
"6252630","NA"
"5801407","NA"
"5860229","NA"
"5692201","NA"
"5597154","NA"
"5893197","NA"
"5658453","NA"
"6105102","NA"
"6159417","NA"
"6023425","NA"
"5589552","NA"
"5637061","NA"
"5795412","NA"
"5431239","NA"
"6227304","NA"
"5658250","NA"
"5513056","NA"
"5777931","NA"
"6036939","NA"
"5761659","NA"
"5893140","NA"
"5339719","NA"
"6039219","NA"
"5515190","NA"
"5852568","NA"
"5620975","NA"
"5937072","NA"
"5767778","NA"
"5490110","NA"
"5713060","NA"
"5833834","NA"
"5371347","NA"
"5611788","NA"
"5899317","NA"
"6094798","NA"
"6290769","NA"
"6102176","NA"
"6134041","NA"
"5700152","NA"
"5538845","NA"
"5341325","NA"
"5850782","NA"
"5973264","NA"
"5660640","NA"
"5495398","NA"
"5927182","NA"
"5969020","NA"
"6190335","NA"
"5701665","NA"
"5650226","NA"
"5647225","NA"
"5649674","NA"
"5554117","NA"
"5958319","NA"
"6132329","NA"
"5574054","NA"
"5890241","NA"
"5886601","NA"
"6068219","NA"
"6058054","NA"
"5816024","NA"
"5946184","NA"
"6000816","NA"
"5570810","NA"
"5680508","NA"
"5982693","NA"
"6074692","NA"
"5386004","NA"
"4688185","NA"
"4736181","NA"
"5541787","NA"
"5775985","NA"
"5602852","NA"
"6025273","NA"
"5366865","NA"
"5629728","NA"
"5946561","NA"
"6174043","NA"
"6261320","NA"
"5703495","NA"
"5645754","NA"
"5555437","NA"
"5422789","NA"
"5349591","NA"
"6227679","NA"
"5434009","NA"
"6128534","NA"
"6069709","NA"
"6159553","NA"
"5953640","NA"
"6095343","NA"
"6177076","NA"
"5815686","NA"
"6111595","NA"
"5519615","NA"
"6286381","NA"
"6134766","NA"
"6148985","NA"
"5740080","NA"
"5814453","NA"
"5598437","NA"
"5972777","NA"
"5596227","NA"
"6047723","NA"
"6194253","NA"
"5708659","NA"
"5534444","NA"
"5596397","NA"
"5918248","NA"
"5552665","NA"
"6074719","NA"
"5593378","NA"
"5937981","NA"
"5522234","NA"
"5938538","NA"
"5970724","NA"
"5929744","NA"
"5899321","NA"
"5591243","NA"
"5320800","NA"
"5544025","NA"
"6147945","NA"
"5805426","NA"
"5822692","NA"
"6196609","NA"
"5533606","NA"
"5458700","NA"
"5566763","NA"
"5718999","NA"
"5527706","NA"
"5680963","NA"
"6142860","NA"
"6079433","NA"
"5337448","NA"
"5697918","NA"
"5741790","NA"
"5696582","NA"
"6243354","NA"
"5938311","NA"
"5404552","NA"
"6066880","NA"
"5419321","NA"
"5950557","NA"
"6083978","NA"
"6080042","NA"
"6178046","NA"
"5880291","NA"
"5782443","NA"
"5943717","NA"
"5890318","NA"
"5940892","NA"
"5878719","NA"
"6065969","NA"
"5978062","NA"
"5933115","NA"
"5651096","NA"
"6041193","NA"
"5936189","NA"
"6243192","NA"
"5966111","NA"
"5993102","NA"
"6069635","NA"
"5917204","NA"
"5954620","NA"
"6115757","NA"
"5932859","NA"
"5986528","NA"
"1508791","NA"
"2997362","NA"
"1293275","NA"
"1783190","NA"
"5780749","NA"
"2675820","NA"
"0856853","Fire In the Arctic Landscape: Impacts, Interactions And Links To Global and Regional Environmental  Change"
"1504934","Taimyr Reindeer Migration Reanalysis (TAMARA)"
"1199104","NA"
"3057073","NA"
"1023574","Closing the Isotope Hydrology at Summit: Measurements of Source Regions, Precipitation and Post-deposition Processes"
"2948840","NA"
"1015664","NA"
"1036976","NA"
"2552496","NA"
"0326109","Collaborative Research: Ocean Pressure in the Arctic Derived From Satellite Gravity Observations and In Situ Pressure Measurements"
"6801900","NA"
"3742448","NA"
"0806339","Collaborative Research: The NEEM Deep Ice Core"
"0806407","Collaborative Research: The NEEM Deep Ice Core"
"0909431","Collaborative Research: Subglacial Water Intrusion in Greenland"
"1203772","Collaborative Research: Paleoclimate, Paleoenvironment and Other Potential Drivers of Extinction of Mammuthus primigenius, St. Paul Island, Pribilof Islands, Alaska."
"4207786","NA"
"1417480","Quantifying Greenland Iceberg Melt Rates using Remotely-sensed Data"
"1203146","Collaborative Research: Eurasian and Makarov basins observational network targets changes in the Arctic Ocean"
"3466362","NA"
"1550377","NA"
"2096781","NA"
"1383914","NA"
"2110249","NA"
"1168912","NA"
"1930709","NA"
"1613708","Phenomenology of Astrophysical Neutrinos"
"5239951","NA"
"1476073","NA"
"1038357","NA"
"4046155","NA"
"1410059","NA"
"4787992","NA"
"1601944","Digitization TCN: Collaborative Research: The Cretaceous World: Digitizing Fossils to Reconstruct Evolving Ecosystems in the Western Interior Seaway"
"2051570","NA"
"1914849","NA"
"2364411","NA"
"1580786","NA"
"1437170","NA"
"1784991","NA"
"1065342","NA"
"1525502","NA"
"1277896","NA"
"3449143","NA"
"2774401","NA"
"2596880","NA"
"1603407","Constraining Greenland's Surface Mass Balance using an Aggregated Dataset for Community Use"
"2950000","NA"
"1074700","NA"
"0629359","Collaborative Research: The Impact of Changes in Arctic Sea Ice on the Marine Planktonic Ecosystem -Synthesis and Modeling of Retrospective and Future Conditions"
"0856377","NA"
"4442580","NA"
"1527783","NA"
"3703563","NA"
"5197014","NA"
"5019871","NA"
"4205917","NA"
"3831830","NA"
"3716951","NA"
"3231184","NA"
"3170339","NA"
"1528881","NA"
"1985535","NA"
"1008107","Materials World Network:  Understanding and Controlling Optical Excitations in Individual Hybrid Nanostructures"
"4397417","NA"
"4473273","NA"
"2031520","NA"
"2240031","NA"
"4432291","NA"
"1943277","NA"
"4601719","NA"
"6109560","NA"
"7458552","NA"
"4844365","NA"
"7291237","NA"
"7022778","NA"
"4309434","NA"
"7211800","NA"
"7569559","NA"
"4159018","NA"
"1314369","NA"
"1833418","NA"
"8341023","NA"
"6438915","NA"
"0519899","Design and Initialization of an Ice-Tethered Profiler Array Contributing to the Arctic Observing System"
"1203132","Factors Related to Teacher Retention in Arctic Alaska, an Integral Part of the Circumpolar North"
"2720606","NA"
"3872065","NA"
"2816835","NA"
"1342665","NA"
"0632041","NA"
"3764328","NA"
"7412151","NA"
"3573647","NA"
"1097239","NA"
"3022401","NA"
"8588222","NA"
"9044655","NA"
"6609849","NA"
"1495040","NA"
"1541221","NA"
"7647744","NA"
"1421603","Collaborative Research: Turning on the lights - Photochemical and microbial processing of newly exposed carbon in arctic ecosystems"
"3655434","NA"
"3522560","NA"
"5386808","NA"
"1300480","NA"
"1333086","NA"
"8977887","NA"
"2140160","NA"
"2191505","NA"
"4200768","NA"
"6529536","NA"
"6866944","NA"
"6635332","NA"
"1117696","NA"
"1846338","NA"
"4208640","NA"
"2918309","NA"
"1027147","NA"
"1189537","NA"
"1836659","NA"
"1216331","NA"
"1227171","NA"
"1353460","NA"
"1278602","NA"
"1332636","NA"
"2107766","NA"
"2693668","NA"
"5150949","NA"
"9303828","NA"
"1023669","Collaborative Research: Integrating paleoecological analysis and ecological modeling to elucidate the responses of tundra fire regimes to climate change"
"2997766","NA"
"3000576","NA"
"3000880","NA"
"3000416","NA"
"2999112","NA"
"3000864","NA"
"3000404","NA"
"2995944","NA"
"3000536","NA"
"3000326","NA"
"3000832","NA"
"3000872","NA"
"3000110","NA"
"3000780","NA"
"3000104","NA"
"2996512","NA"
"3000788","NA"
"2999922","NA"
"2999934","NA"
"3000818","NA"
"3000370","NA"
"3000754","NA"
"3000812","NA"
"2998532","NA"
"3000878","NA"
"3000308","NA"
"3000750","NA"
"3000354","NA"
"3000836","NA"
"3000762","NA"
"3000782","NA"
"3000542","NA"
"3000434","NA"
"3000724","NA"
"2998776","NA"
"3000828","NA"
"2997716","NA"
"2999170","NA"
"3000756","NA"
"3000152","NA"
"3000608","NA"
"3000838","NA"
"3000272","NA"
"2999020","NA"
"3000758","NA"
"2999878","NA"
"3000664","NA"
"2998758","NA"
"3000270","NA"
"2994132","NA"
"2996146","NA"
"3000604","NA"
"3000214","NA"
"3000784","NA"
"2997906","NA"
"6807782","NA"
"4179228","NA"
"3858432","NA"
"3471640","NA"
"1018880","NA"
"6554976","NA"
"1026436","NA"
"6003200","NA"
"1474560","NA"
"1067008","NA"
"1831639","NA"
"7138504","NA"
"9944064","NA"
"0909155","Canopy gas exchange and growth of white spruce near the Arctic treeline: confronting measurements with models along natural and experimental resource gradients"
"4843520","NA"
"4630455","NA"
"3470378","NA"
"3573760","NA"
"3683929","NA"
"7708882","NA"
"8641916","NA"
"8376090","NA"
"6455910","NA"
"9620661","NA"
"9933974","NA"
"9955000","NA"
"8232475","NA"
"7915388","NA"
"6942546","NA"
"8010398","NA"
"7148673","NA"
"7706573","NA"
"7408622","NA"
"6304931","NA"
"6941543","NA"
"6624493","NA"
"7897254","NA"
"7424224","NA"
"7008060","NA"
"8176473","NA"
"7382754","NA"
"6379134","NA"
"6900848","NA"
"7084476","NA"
"7002402","NA"
"8645443","NA"
"7923234","NA"
"5411789","NA"
"8534268","NA"
"4691676","NA"
"8860312","NA"
"6314201","NA"
"6258554","NA"
"5993931","NA"
"5947250","NA"
"5500985","NA"
"5681332","NA"
"5650044","NA"
"5510461","NA"
"6472585","NA"
"6229171","NA"
"6333585","NA"
"6879210","NA"
"4524968","NA"
"6731846","NA"
"6274226","NA"
"4705997","NA"
"5747195","NA"
"6303079","NA"
"5105468","NA"
"5331475","NA"
"7180245","NA"
"9509190","NA"
"6867416","NA"
"8773703","NA"
"8125371","NA"
"7164112","NA"
"7712860","NA"
"7607332","NA"
"7700771","NA"
"8300585","NA"
"8486007","NA"
"8071655","NA"
"7976809","NA"
"8200002","NA"
"8458636","NA"
"6570758","NA"
"9392266","NA"
"5070152","NA"
"5445681","NA"
"5535455","NA"
"5549099","NA"
"7781170","NA"
"6127717","NA"
"6238008","NA"
"5906873","NA"
"5470741","NA"
"6360499","NA"
"5065922","NA"
"5879742","NA"
"5445062","NA"
"4133468","NA"
"6309373","NA"
"6226580","NA"
"6886949","NA"
"6274811","NA"
"6271198","NA"
"8526084","NA"
"9676098","NA"
"7455509","NA"
"6027315","NA"
"5820220","NA"
"6038494","NA"
"9653949","NA"
"9791096","NA"
"7461090","NA"
"7426287","NA"
"6346456","NA"
"6761831","NA"
"6900636","NA"
"6719745","NA"
"6888144","NA"
"6745759","NA"
"6543586","NA"
"6127763","NA"
"6490468","NA"
"8367380","NA"
"8751924","NA"
"7956920","NA"
"7657522","NA"
"8339477","NA"
"7906488","NA"
"8299195","NA"
"7467997","NA"
"7814255","NA"
"7485871","NA"
"6369077","NA"
"6795743","NA"
"6783415","NA"
"6961219","NA"
"5751354","NA"
"3982188","NA"
"3999694","NA"
"7024745","NA"
"5800665","NA"
"3613679","NA"
"3004069","NA"
"3592373","NA"
"3833418","NA"
"2714621","NA"
"4217820","NA"
"2816247","NA"
"4077461","NA"
"4316637","NA"
"4140787","NA"
"4014712","NA"
"4227753","NA"
"4016934","NA"
"3575418","NA"
"4302687","NA"
"4386830","NA"
"3436823","NA"
"3718285","NA"
"3792132","NA"
"3678024","NA"
"3906811","NA"
"4185685","NA"
"4089024","NA"
"3631376","NA"
"3753147","NA"
"4522055","NA"
"4441351","NA"
"3174264","NA"
"3925295","NA"
"3109648","NA"
"3324184","NA"
"9919742","NA"
"8003198","NA"
"9895422","NA"
"9194940","NA"
"9705353","Vortex Motion in Patterned Superconductors"
"9708319","CRHCT: Reducing Health Care Costs Using 3-D Time-Resolved   Contrast-Enhanced MR Angiography"
"1192377","NA"
"6555853","NA"
"6929944","NA"
"4263565","NA"
"5998422","NA"
"4556925","NA"
"5129410","NA"
"5004105","NA"
"1304228","Extreme summer melt:   Assessing the habitability and physical structure of rotting first-year Arctic sea ice"
"1118885","NA"
"9857471","NA"
"1545558","Collaborative Research:   Fire regime influences on carbon dynamics of Siberian boreal forests"
"1304007","RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests"
"1103443","PostDoctoral Research Fellowship"
"1304040","RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests"
"1912404","NA"
"1203990","Collaborative Research: Paleoclimate, Paleoenvironment and Other Potential Drivers of Extinction of Mammuthus primigenius , St. Paul Island, Pribilof Islands, Alaska"
"1623764","RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests"
"1727836","Collaborative Research: Engineering Fully Biobased Foams for the Building Industry"
"2656600","NA"
"2484436","NA"
"1203784","Collaborative research: Warming and irradiance measurements in the Arctic: Determining the link between solar energy absorption and surface warming through long term observations"
"1203440","Collaborative research: Warming and irradiance measurements in the Arctic: Determining the link between solar energy absorption and surface warming through long term observations"
"3055158","NA"
"1148759","NA"
"1846272","NA"
"8184270","NA"
"1203526","Collaborative Research:  Evaluating the Competing Impacts of Global Emissions Reductions and Climate Change on the Distribution and Retention of selected POPs in the Arctic Ocean"
"2661720","NA"
"5597570","NA"
"4260167","NA"
"9449119","NA"
"0229302","Biogeochemical Tracers in Arctic Rivers:  Linking the Pan-Arctic Watershed to the Arctic Ocean"
"3603500","NA"
"2904000","NA"
"0909388","Improving surface mass balance estimation of the Greenland ice sheet through assimilation of multi-sensor satellite products and ground measurements into a regional climate model"
"1203861","Atmospheric Inputs and the Photochemical Transformation of Brominated Flame Retardants in Arctic Surface Waters"
"1303644","AON:   Observing the Evolving Central Arctic Ocean with Ice-Tethered Profilers"
"0856376","NA"
"3842852","NA"
"3892760","NA"
"3892646","NA"
"3892744","NA"
"3847472","NA"
"3892486","NA"
"3840236","NA"
"3838482","NA"
"3842608","NA"
"3892458","NA"
"3892746","NA"
"3892850","NA"
"3839946","NA"
"3892570","NA"
"3892356","NA"
"3892784","NA"
"3844956","NA"
"3838310","NA"
"3844802","NA"
"3848524","NA"
"3892670","NA"
"3892472","NA"
"3840872","NA"
"3892542","NA"
"3836572","NA"
"3846092","NA"
"3846360","NA"
"3892734","NA"
"3892304","NA"
"3841674","NA"
"1203773","Weathering of western Greenland: Influences on oceanic fluxes of radiogenic isotopes"
"9138900","NA"
"2751403","NA"
"2378934","NA"
"0732556","IPY: Halogen Chemistry and Ocean-Atmosphere-Sea Ice-Snowpack (OASIS) Chemical Exchange During IPY"
"3610676","NA"
"2529708","NA"
"8678732","NA"
"1629548","XPS: FULL: Collaborative Research: PARAGRAPH: Parallel, Scalable Graph Analytics"
"6455824","NA"
"6027472","NA"
"1503559","Towards a Tiered Permafrost Modeling Cyberinfrastructure"
"0631713","IPY: COLLABORATIVE RESEARCH: The Pacific Gateway to the Arctic- Quantifying and Understanding Bering Strait Oceanic Fluxes"
"0632154","IPY: COLLABORATIVE RESEARCH: The Pacific Gateway to the Arctic- Quantifying and Understanding Bering Strait Oceanic Fluxes"
"8833332","NA"
"1636711","Arctic Survey on Adaptation to Climate Change"
"6405840","NA"
"0611992","NA"
"0612047","The Collaborative O-Buoy Project: Deployment of a Network of Arctic Ocean Chemical Sensors for the IPY and Beyond"
"0612331","The Collaborative O-Buoy Project: Deployment of a Network of Arctic Ocean Chemical Sensors for the IPY and beyond"
"0612457","Collaborative Research: The Collaborative O-Buoy Project: Deployment of a Network of Arctic Ocean Chemical Sensors for the IPY and Beyond"
