funding_num,n_datasets,dataset_ids,funding_text,min_pubDate,min_dateUploaded,date,expDate,fundProgramName,startDate,title
1432982,19,arctic-data.10117.5; arctic-data.10122.6; arctic-data.10124.4; arctic-data.10126.9; arctic-data.10128.5; arctic-data.10130.5; arctic-data.10148.4; arctic-data.10151.6; arctic-data.14396.5; arctic-data.14398.4; arctic-data.14400.5; arctic-data.14402.3; arctic-data.14404.5; arctic-data.14406.3; arctic-data.14408.5; arctic-data.14410.4; arctic-data.14730.2; autogen.2018042313051873202.3; autogen.2018050315484589643.3,1432982;  1432982,2017-11-29T00:00:00Z,2018-03-22T16:00:00Z,09/10/2014,08/31/2017,AON IMPLEMENTATION,09/15/2014,Arctic Observing Networks: Collaborative Research: Sustaining and amplifying the ITEX AON through automation and increased interdisciplinarity of observations
1445811,1,arctic-data.14337.11,1445811,2017-11-20T00:00:00Z,2017-11-28T12:05:31Z,07/27/2014,07/31/2017,ARCTIC SOCIAL SCIENCES,08/15/2014,"Making Science Accessible to Inuit, Inughuit, and Iñupiat Arctic Indigenous Communities in Their Own Languages"
1445823,1,arctic-data.10069.6,1445823,2017-03-08T00:00:00Z,2017-03-08T15:30:36Z,07/02/2014,06/30/2016,POLAR CYBERINFRASTRUCTURE,07/01/2014,"High-Performance & Distributed Computing for Polar Sciences: Workshop on Applications, Cyberinfrastructure Requirements and Opportunities"
1446308,1,arctic-data.10054.3,1446308,2017-02-16T00:00:00Z,2017-02-27T17:19:22Z,07/23/2014,07/31/2016,ARCTIC SOCIAL SCIENCES,08/01/2014,Investigations of the Long Term Sustainability of Human Ecodynamic Systems in Northern Iceland
1449784,1,arctic-data.13854.3,1449784,2017-06-21T00:00:00Z,2017-06-27T16:38:37Z,07/18/2014,01/31/2017,POLAR CYBERINFRASTRUCTURE,08/15/2014,EAGER PROPOSAL: IceTrendr: An Automated Visualization and Analysis Tool for Mapping Changes in Glacier Extent from Landsat
1458941,4,arctic-data.10048.6; arctic-data.10050.5; arctic-data.10052.6; arctic-data.10067.6,NSF OCE-1458941; 1458941,2017-02-15T00:00:00Z,2017-03-09T16:51:48Z,02/20/2015,02/28/2019,CHEMICAL OCEANOGRAPHY,03/01/2015,CYCLING OF DISSOLVED ORGANIC MATTER IN THE PACIFIC AND ATLANTIC OCEANS USING RADIOCARBON
1460290,1,arctic-data.14203.8,1460290,2017-10-04T00:00:00Z,2017-10-12T18:13:15Z,08/29/2014,08/31/2017,ARCTIC NATURAL SCIENCES,08/01/2014,Collaborative Research: Sample Analysis to Test a Novel Method of Determining Atmospheric Deposition of Trace Elements to the Ocean/Ice System of the Arctic
1500169,1,arctic-data.13876.5,PLR1500169,2017-06-29T00:00:00Z,2017-07-26T16:45:27Z,02/04/2015,01/31/2017,ANTARCTIC OCEAN & ATMOSPH SCI,09/04/2014,Detecting the Signature of Permafrost Thaw in Arctic Rivers
1503559,1,arctic-data.14739.14,NSF 1503559,2018-04-04T00:00:00Z,2018-04-16T10:59:54Z,07/29/2015,08/31/2018,POLAR CYBERINFRASTRUCTURE,09/01/2015,Towards a Tiered Permafrost Modeling Cyberinfrastructure
1503672,7,arctic-data.10529.10; arctic-data.10536.12; arctic-data.13802.7; arctic-data.13814.7; autogen.2016032221001385756.5; autogen.2017052515072211554.5; autogen.2017052516355638566.4,1503672,2009-11-18T00:00:00Z,2017-06-13T12:06:07Z,03/09/2016,02/28/2019,AON IMPLEMENTATION,03/15/2016,"Coordination, Data Management and Enhancement of the International Arctic Buoy Programme"
1503724,1,arctic-data.14453.5,1503724,2017-12-16T00:00:00Z,2017-12-21T16:34:09Z,06/24/2015,02/28/2017,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Detecting Glacier Calving Events from Ocean Waves and Underwater Acoustics
1503910,6,arctic-data.14285.11; arctic-data.14286.18; arctic-data.14289.17; arctic-data.14720.4; arctic-data.14726.3; autogen.2018041015443163319.1,1503910,2017-11-13T00:00:00Z,2018-02-22T10:23:02Z,07/27/2015,08/31/2019,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Impact of subglacial discharge on turbulent plume dynamics and ocean-glacier heat and mass transfer
1503928,6,arctic-data.13882.7; arctic-data.14322.17; arctic-data.9422.5; arctic-data.9424.1; autogen.2016061616251052360.3; autogen.2016061616482138267.5,1503928; NSF Award 1503928,2016-02-25T00:00:00Z,2016-06-16T16:36:49Z,06/10/2015,06/30/2018,POLAR CYBERINFRASTRUCTURE,07/01/2015,"Collaborative Research: Visualization, analysis, and HPC modeling of subglacial hydrology from high-resolution 3D conduit scans acquired with a novel sensor"
1504141,8,arctic-data.10538.17; arctic-data.10540.6; arctic-data.10542.7; arctic-data.10544.6; arctic-data.10547.8; arctic-data.13755.3; arctic-data.13837.3; arctic-data.9969.14,1504141;  1504141,2016-12-22T00:00:00Z,2017-01-27T17:00:23Z,04/21/2016,03/31/2020,AON IMPLEMENTATION,04/15/2016,"Arctic Observing Networks: Collaborative Research: ITEX AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic"
1504288,7,arctic-data.14285.11; arctic-data.14286.18; arctic-data.14289.17; arctic-data.14720.4; arctic-data.14726.3; autogen.2017112814193057484.3; autogen.2018041015443163319.1,1504288,2017-11-13T00:00:00Z,2018-02-20T15:38:39Z,07/27/2015,08/31/2019,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Impact of subglacial discharge on turbulent plume dynamics and ocean-glacier heat and mass transfer
1504345,20,arctic-data.14543.4; arctic-data.14583.3; arctic-data.14585.3; arctic-data.14587.1; arctic-data.14589.1; arctic-data.14591.1; arctic-data.14593.1; arctic-data.14595.1; arctic-data.14597.3; arctic-data.14599.2; arctic-data.14601.2; arctic-data.14603.2; arctic-data.14605.2; arctic-data.14607.2; arctic-data.14609.1; arctic-data.14611.1; arctic-data.14613.1; arctic-data.14615.1; arctic-data.14617.3; arctic-data.14619.1,1504345,2018-01-24T00:00:00Z,NA,04/21/2016,03/31/2020,AON IMPLEMENTATION,04/15/2016,"Arctic Observing Networks: Collaborative Research:ITEX AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic"
1504381,18,arctic-data.10132.6; arctic-data.10134.5; arctic-data.10136.6; arctic-data.10138.5; arctic-data.10140.4; arctic-data.10142.5; arctic-data.10144.5; arctic-data.10146.5; arctic-data.14396.5; arctic-data.14398.4; arctic-data.14400.5; arctic-data.14402.3; arctic-data.14404.5; arctic-data.14406.3; arctic-data.14408.5; arctic-data.14410.4; arctic-data.14730.2; autogen.2018042313051873202.3,1504381,2017-11-29T00:00:00Z,2018-03-22T16:00:00Z,04/21/2016,03/31/2020,AON IMPLEMENTATION,04/15/2016,"Arctic Observing Networks: Collaborative Research: ITEX AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic"
1504394,2,arctic-data.13716.2; arctic-data.14458.4,1504394,2017-10-30T00:00:00Z,2017-05-04T16:00:00Z,07/24/2015,07/31/2019,ARCTIC NATURAL SCIENCES,08/01/2015,"Late Season Productivity, Carbon, and Nutrient Dynamics in a Changing Arctic"
1504521,7,arctic-data.14285.11; arctic-data.14286.18; arctic-data.14289.17; arctic-data.14720.4; arctic-data.14726.3; autogen.2017112814193057484.3; autogen.2018041015443163319.1,1504521,2017-11-13T00:00:00Z,2018-02-20T15:38:39Z,07/27/2015,08/31/2019,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Impact of subglacial discharge on turbulent plume dynamics and ocean-glacier heat and mass transfer
1504934,3,arctic-data.10110.7; arctic-data.14487.5; arctic-data.14674.3,1504934,2017-03-23T00:00:00Z,2017-04-13T12:13:48Z,03/14/2016,02/28/2019,AON IMPLEMENTATION,03/15/2016,Taimyr Reindeer Migration Reanalysis (TAMARA)
1523025,4,arctic-data.14312.7; arctic-data.14314.11; arctic-data.14787.11; autogen.2017120411233226221.2, 1523025;    1523025; 1523025,2017-11-07T00:00:00Z,2017-12-04T11:09:00Z,09/10/2015,08/31/2017,ARCTIC SOCIAL SCIENCES,09/15/2015,Doctoral Dissertation Improvement Grant: The Archaeological Investigation of Erosion and its Effect on Social Processes in the Arctic
1523191,5,arctic-data.10063.5; arctic-data.10064.4; arctic-data.10066.6; arctic-data.10114.11; arctic-data.10115.11,1523191,2017-02-24T00:00:00Z,2017-07-10T14:57:07Z,09/25/2015,09/30/2016,ARCTIC SOCIAL SCIENCES,10/01/2015,Doctoral Dissertation Research: Mapping Community Exposure to Coastal Climate Hazards in the Arctic: A Case Study in Alaska's North Slope
1525636,1,arctic-data.9698.5,1525636,2016-11-30T00:00:00Z,2016-12-16T14:14:41Z,07/24/2015,07/31/2017,Polar Special Initiatives,08/01/2015,Arctic Plant Phenology - Learning through Engaged Science
1534673,1,arctic-data.6244.2,1534673,2016-06-02T00:00:00Z,2017-03-07T11:33:35Z,02/23/2015,02/29/2016,POLAR CYBERINFRASTRUCTURE,03/01/2015,The Second Polar Data Forum: Understanding the Polar Regions through Globally Collaborative Data Management
1545558,4,arctic-data.14802.9; arctic-data.14804.8; arctic-data.14825.7; autogen.2018052115320697433.6,1545558,2018-05-17T00:00:00Z,2018-05-21T16:19:31Z,05/19/2015,01/31/2018,ARCTIC NATURAL SCIENCES,05/01/2015,Collaborative Research:   Fire regime influences on carbon dynamics of Siberian boreal forests
1546002,17,arctic-data.9587.15; arctic-data.9659.4; autogen.2016102709294922487.5; autogen.2016102709374814394.3; autogen.2016102709420244799.3; autogen.2016102709474500002.3; autogen.2016102710542251200.3; autogen.2016102710592657104.3; autogen.2016102711035047308.3; autogen.2016102711085260612.3; autogen.2016102711123144616.2; autogen.2016102711133118420.3; autogen.2016102711224968224.3; autogen.2016102711252701728.3; autogen.2016102711350735432.3; autogen.2016102711450783036.3; autogen.2016102711510688440.3,1546002,2011-10-21T00:00:00Z,2016-10-27T11:13:09Z,08/04/2015,08/31/2015,ARCTIC NATURAL SCIENCES,07/15/2015,Collaborative research: Spatial and temporal variability of surface albedo and light absorbing chemical species in Greenland.
1546024,1,arctic-data.13778.2,1546024,2017-05-21T00:00:00Z,2018-05-19T19:11:04Z,02/22/2016,01/31/2021,POLAR CYBERINFRASTRUCTURE,02/15/2016,Scientia Arctica: A Knowledge Archive for Discovery and Reproducible Science in the Arctic
1546954,1,arctic-data.13757.2,1546954,2017-05-09T00:00:00Z,2017-05-09T16:00:00Z,09/03/2015,08/31/2016,ARCTIC SOCIAL SCIENCES,09/01/2015,Doctoral Dissertation Improvement Grant: Ethnographic Research on the Question of Diaspora Among Ukraine's Displaced Crimean Populations
1547011,1,arctic-data.10058.5,1547011,2017-02-20T00:00:00Z,2017-03-13T15:24:09Z,07/08/2015,05/31/2017,ARCTIC NATURAL SCIENCES,05/01/2015,Quantifying Rates of Biological Production to Better Understand the Carbon Cycle in the Canada Basin
1550260,1,arctic-data.14323.4,1550260,2017-11-14T00:00:00Z,2017-11-20T14:01:20Z,08/10/2015,07/31/2017,ARCTIC SOCIAL SCIENCES,08/15/2015,Partial Support for the Eleventh Conference on Hunting and Gathering Societies
1561437,7,arctic-data.14549.17; arctic-data.14565.10; arctic-data.14567.13; arctic-data.14569.10; arctic-data.14771.9; autogen.2018011817083769313.3; autogen.2018020516125918126.1,1561437,2018-01-18T00:00:00Z,2018-02-05T16:12:58Z,11/02/2015,10/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,11/15/2015,The Carbon Balance of Arctic River Deltas: Tundra Fire as an Agent of System Change
1603276,1,autogen.2017120413132608183.6,1603276,2017-11-01T00:00:00Z,2018-02-14T09:18:32Z,05/17/2016,07/31/2018,ARCTIC NATURAL SCIENCES,08/01/2016,Proteomic evidence of microbial weathering processes beneath the Greenland Ice Sheet
1603407,4,arctic-data.13809.12; arctic-data.13958.12; arctic-data.13963.13; arctic-data.13971.12,1603407,2017-05-24T00:00:00Z,2017-08-10T14:59:53Z,08/04/2016,08/31/2019,POLAR CYBERINFRASTRUCTURE,09/01/2016,Constraining Greenland's Surface Mass Balance using an Aggregated Dataset for Community Use
1624927,6,arctic-data.14706.6; arctic-data.14708.3; arctic-data.14710.5; arctic-data.14712.3; arctic-data.14714.6; autogen.2018040310165353386.3,1624927,NA,2018-04-03T10:04:55Z,06/27/2016,08/31/2019,IUSE,09/01/2016,Polaris: Catalyzing Demographic Change in the Arctic Research Community through an Immersive and Sustained Undergraduate Research Experience
1630360,7,arctic-data.14293.2; arctic-data.14295.2; arctic-data.14332.15; arctic-data.14332.15; arctic-data.14332.15; arctic-data.14336.15; autogen.2018011009522146030.8,1630360,2015-01-01T00:00:00Z,2017-11-02T16:00:00Z,02/10/2016,06/30/2017,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2016,"Riparian shrub expansion: Linkages to permafrost, hydrology and soil microbes"
1636711,1,arctic-data.13819.5,1636711,2017-05-25T00:00:00Z,2017-06-02T14:31:30Z,05/02/2016,06/30/2016,ARCTIC SOCIAL SCIENCES,08/16/2015,Arctic Survey on Adaptation to Climate Change
1637688,1,arctic-data.13879.7,1637688,2017-07-05T00:00:00Z,2017-07-06T11:28:19Z,05/16/2016,05/31/2017,Polar Special Initiatives,06/01/2016,Alaska Science Communication Workshop
1642016,1,arctic-data.13844.3,1642016,2017-06-19T00:00:00Z,2017-07-05T09:09:02Z,06/29/2016,01/31/2017,ARCTIC SOCIAL SCIENCES,07/01/2016,"Collaborative Research:   The Ends of Oil: Changing Life in Earth Science, Extractive Industry, and Indigenous Communities in Alaska"
1642851,1,arctic-data.14415.8,1642851,2017-11-30T00:00:00Z,2018-04-12T14:13:11Z,06/22/2016,05/31/2017,ARCTIC NATURAL SCIENCES,06/15/2016,Estimating fluxes of CO2 and CH4 along the Siberian Yensei River
1643187,1,arctic-data.14507.8,1643187,2018-01-09T00:00:00Z,2018-01-31T10:26:47Z,07/26/2016,07/31/2017,ARCTIC NATURAL SCIENCES,02/23/2016,Collaborative Research:   Assessing the Impact of Arctic Sea Ice Variability on the Greenland Ice Sheet Surface Mass and Energy Balance
1702456,29,arctic-data.13888.14; arctic-data.13917.14; arctic-data.13923.10; arctic-data.13929.9; arctic-data.13935.9; arctic-data.13941.7; arctic-data.13947.6; arctic-data.13979.4; arctic-data.13984.5; arctic-data.13990.6; arctic-data.13996.6; arctic-data.14002.5; arctic-data.14008.5; arctic-data.14014.5; arctic-data.14020.6; arctic-data.14026.6; arctic-data.14032.5; arctic-data.14037.7; arctic-data.14043.5; arctic-data.14049.4; arctic-data.14055.4; arctic-data.14061.4; arctic-data.14067.4; arctic-data.14073.4; arctic-data.14079.4; autogen.2017080409530812139.13; autogen.2017081412021935932.5; autogen.2017081613353883468.8; autogen.2017081614011021271.5,1702456,2017-07-24T00:00:00Z,2017-08-31T12:14:02Z,07/10/2017,08/31/2019,AON IMPLEMENTATION,09/01/2017,Collaborative Research: The Distributed Biological Observatory (DBO)-A Change Detection Array in the Pacific Arctic Region
1712031,2,arctic-data.14646.10; arctic-data.14646.10,1712031; NSF- PLR-1712031,2018-02-07T00:00:00Z,2018-02-12T13:08:15Z,01/12/2017,12/31/2017,ARCTIC NATURAL SCIENCES,01/15/2017,Workshop proposal: The future shape of a Greenland GNSS Observation Network
9255000,1,autogen.2016032222281715344.2,NSF Award 9255000,2013-01-29T00:00:00Z,2016-04-02T09:10:46Z,05/26/1993,10/31/1995,YOUNG SCHOLARS PROGRAM,06/01/1993,Young Scholars Project -- Environmental and Earth Sciences
9910335,2,autogen.2016032221193159965.3; autogen.2016032221200122774.3,NSF Award 9910335; 9910335,2009-11-18T00:00:00Z,2016-10-24T17:48:12Z,03/22/2000,02/28/2005,ARCTIC SYSTEM SCIENCE PROGRAM,03/15/2000,North Pole Station:  A Distributed Long-Term Environmental Observatory
